title,text,keywords,segment,date,url
EM 122 deep water multibeam for United States Coast Guard cutter Healy,"EM 122 deep water multibeam for United States Coast Guard cutter Healy 02 Feb 2010 Upgrade for high latitude research dedicated Coast Guard icebreaker. The U. S. Coast Guard has ordered a Kongsberg Maritime EM 122 deep water multibeam echo sounder for use aboard Healy, the largest icebreaker in its fleet. The United States Coast Guard has ordered a Kongsberg Maritime EM 122 deep water 
multibeam echo sounder for use aboard Healy, the largest icebreaker in its fleet. 
Although a Coast Guard Cutter, Healy is specifically designed for high latitude 
research operations in the fields of marine geology, physical and biological oceanography 
and meteorology. Healy is supported by scientists from various universities and 
institutes, so requires high-end hydroacoustic solutions, such as the EM 122. At a time when interest in the Arctic Ocean basin is intensifying, the new EM 
122 will substantially enhance Healy's ocean mapping capabilities. The scientists 
embarked on Healy are involved in a wide variety of research and several of its 
most recent voyages have involved hydrographic work related to determining the limits 
of the Extended Continental Shelf (ECS) of the United States. If the United States 
can prove that its continental shelf extends beyond the Exclusive Economic Zone, 
then under the United Nations convention on the Law of the Sea, the U.S. will have 
economic rights to the additional area. The only deep water system that met all of the criteria The EM 122 was selected by a third party consulting company that was contracted 
by the US Coast Guard to perform a detailed evaluation of currently available deep 
water multibeam echo sounders. The evaluation was based on several criteria that 
were deemed critical requirements for the new system and its application aboard 
Healy. After evaluating the multibeam products of various manufacturers the consulting 
company came to the conclusion that the Kongsberg Maritime EM 122 was the only deep 
water system that met all of the criteria. Unsurpassed resolution, coverage and accuracy Designed to perform seabed mapping to full ocean depth, the cost-effective, reliable 
and easy to operate EM 122 provides unsurpassed resolution, coverage and accuracy. 
The EM 122 offers accuracy of better than 0.2% of depth in deep waters and has up 
to four times the resolution of the KONGSBERG EM 120 in terms of sounding density, 
because of its multi-ping capability and ability to perform over twice the number 
of detections per swath. Healy, which is named after Captain Michael A. Healy, a famous US Revenue Service 
commanding officer at the end of the 19th century, is currently in dry dock in Seattle, 
WA to install the EM 122 and to perform other maintenance and upgrades, which are 
expected to be completed by the spring of 2010. The 420-foot ship is capable of 
breaking through ice that is five feet thick at a speed of three knots. Healy is 
outfitted for extended deployment and has berthing for 76 crewmembers and up to 
50 scientists. Kongsberg Underwater Technology, Inc. in Lynnwood, WA is providing the EM 122 
and extensive engineering support as part of the ship's upgrade.",,,,https://www.kongsberg.com/maritime/news-and-events/news-archive/2010/em-122-deep-water-multibeam-for-united-states-coast-guard-cutter-healy/
World's largest inland port selects KONGSBERG Multibeam Echo sounder,"World's largest inland port selects KONGSBERG Multibeam Echo sounder The Port of Duisburg is located at the confluence of Rhine and Ruhr two major shipping arteries that link central European industry as well as consumers to the seaports on the North Sea coast. Occupying an area of 3350 acres including 21 basins with a total size of 450 acres, the Port of Duisburg moves more than 120 million tons of goods per year. 06 May 2014 Bathymetry of harbour basin. Duisport ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ Duisburg Hafen AG, the owner of the public Port of Duisburg has decided to upgrade their survey capability from a previously used single beam echosounder to the wide swath bathymetry system GeoSwath Plus. The system provides full bathymetry coverage of the harbour basins with unprecedented resolution, while at the same time cutting down on survey time. The side scan data that is co-registered with the system can also be used to detect debris as well as mapping bottom types. The data provides the basis for monitoring and mrtant asset of a port, its basins and shipping channels.",,,,https://www.kongsberg.com/maritime/news-and-events/news-archive/2014/worlds-largest-inland-port-selects-kongsberg-multibeam-echo-sounder/
FEMME 2015 multibeam user conference save the date and call for papers,"FEMME 2015 multibeam user conference save the date and call for papers 23 Oct 2014 The 14th edition of Kongsberg Maritime's biennial Forum for Exchange of Mutual Multibeam Experiences (FEMME 2015) conference takes place in Singapore from 17-19 November 2015. All users of Kongsberg Maritime underwater mapping systems are invited to attend the event. Kongsberg Maritime will offer a packed schedule of technical product and application papers, with the majority of presentation slots reserved for its multibeam user customers, so that they may share technical experience and insight with industry colleagues. Kongsberg Maritime is now accepting paper abstracts for consideration at FEMME 2015.'FEMME is all about the users and we're looking forward to finding out what they have in store for us following today's call for papers,' says Helge Uhlen, Product Sales Manager, Kongsberg Maritime. 'We're looking for papers that describe innovative new applications of our multibeam systems, specific insight into niche topics or reviews of significant projects that can teach the industry how to work smarter.' Kongsberg Maritime multibeam users are encouraged to submit paper abstracts covering different applications, both traditional and new. Topics covered to a high-technical level at the last FEMME included logging, displaying and processing water column data, also referred to as mid-water column data, and seabed backscatter data. All paper abstracts will be accepted and reviewed, and successful applicants will be informed after the submission deadline of 1st March 2015. Applicants should send paper abstracts to:",,,,https://www.kongsberg.com/maritime/news-and-events/news-archive/2014/femme-2015-multibeam-user-conference-save-the-date-and-call-for-papers/
KONGSBERG donates K-Pos dynamic positioning system to NTNU research vessel,"KONGSBERG donates K-Pos dynamic positioning system to NTNU research vessel Kongsberg Maritime has donated and installed a K-Pos Dynamic Positioning System aboard the Norwegian University of Science and Technology (NTNU) owned R/V Gunnerus research vessel. The donation and 
KONGSBERG's continued support of the University was recognised at a VIP ceremony at the NTNU in Trondheim, Norway, 14th April 2015. 15 Apr 2015 Symbolic gift from Kongsberg Maritime to NTNU. From left: Gard Ueland, President Kongsberg Seatex, Svenn Ove Linde, Senior Engineer, R/V Gunnerus, Pro-rector NTNU Johan Hustad, Even Aas, Group Executive Vice President Public Affairs, KONGSBERG. In operation for NTNU since 2006, R/V Gunnerus is equipped with the latest technology for a variety of research activities within biology, technology, geology, archaeology, oceanography and fisheries. 
The vessel is arranged with a wet lab, dry lab and a computer lab in addition to a large aft deck, and is a key asset in research activities for the university. In addition to research projects, the ship 
is used for educational purposes and is an important platform for marine courses at all levels and disciplines. As probably the most technologically advanced vessel seen on a daily basis on the Trondheimsfjord, 
R/V Gunnerus is also regularly used as a highly efficient test-bed for technology developed by Kongsberg Maritime and its affiliate Kongsberg Seatex in Trondheim. ""Kongsberg Maritime is always at the forefront of technology development, and we see the donation as a contribution to maintaining a strong and capable university also for the future,"" says Geir Hï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½y, 
P""Scientific research and offshore operations are vital aspects of Norwegian industry. For Kongsberg Maritime it is important to contribute to projects that increase our 
knowledge of the oceans and educate a new generation of maritime and subsea experts."" Kongsberg Maritime's newly installed K-Pos DP system, in combination with a complete range of reference systems including HiPAP acoustic positioning, RADius, SpotTrack and DPS support Gunnerus' wide 
variety of activities in an efficient and flexible way. K-Pos DP is used by all types of research, offshore and cruise vessels around the world and is renowned as the most advanced, intuitive and reliable 
DP platform available today. DP system onboard the R/V Gunnerius. ""K-Pos provides precise station-keeping even in bad weather, enabling improved ship handling capabilities and a wider operational window,"" comments Arve Knutsen, Captain aboard Gunnerus. ""It is a very 
easy to use system that in combination with the other KONGSBERG solutions on board makes our everyday work more efficient and safer."" For Kongsberg Seatex, R/V Gunnerus is a vital asset in its product development programs: ""Gunnerus is berthed right outside of our facilities, making it a tremendous asset in the research and development 
of new KONGSBERG products,"" says Gard Ueland, President of Kongsberg Seatex AS. ""We are also pleased that the KONGSBERG technology on board is supporting important scientific research and education at 
the most prestigious science and technology university in Norway.""",,,,https://www.kongsberg.com/maritime/news-and-events/news-archive/2015/kongsberg-donates-k-pos-dynamic-positioning-system-to-ntnu-research-vessel/
New drilling rig and drill ship simulator models expand scope of offshore engine room training,"New drilling rig and drill ship simulator models expand scope of offshore engine room training 23 Oct 2013 Kongsberg Maritime has introduced two new Diesel Electric models for its Engine Room Simulator, K-Simï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ Engine (previously Neptune). The DE88 Semi-Submersible Drilling Rig model, containing eight Wï¿½ï¿½ï¿½ï¿½ï¿½ï¿½rtsilï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ 16V26 engines and eight thrusters, is already available, while the DE66 Drill Ship model, simulating full operation of six MAN 16V32/40 diesel generators powering six thrusters, will be released in Q1 2014. Both new models are designed to support critical learning objectives for offshore engineering crew including complete system understanding under normal operation, fault detection and correction, and decision making training. The high-fidelity training provided by both models on the K-Sim ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ Engine simulator is designed to mitigate power blackouts on board, therefore significantly enhancing safety and production capacity. In order to encally sound training, the DE88 and DE66 models enable simulated interaction with all core engine room subsystems including: Power Generation, Power Management, Central Cooling Water, Ballast System, Fuel and Lube Oil Systems, Start and Service Air, Propulsion System incl. Azimuth Thrusters, Electrical Network, Fire and Gas Detection, Fire Extinguishing Systems, Emergency Shut Down System and the Integrated Automation System (IAS). ""Our new Drilling Rig and Drillship models are complementary to the new generation of KONGSBERG offshore simulators used by high-profile customers around the world,"" comments Leif Pentti Halvorsen, Product Manager ERS, Kongbserg Maritime. ""They are suitable for use in full-mission and desktop K-Sim ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ Engine installations, providing flexibility for our customers to offer tailored courses to offshore operators seeking state-of-the-art simulator training for Semi-Submersible Drill Rig and Dril"" K-Sim ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ Engine now features 17 engine models, covering the most used engines in the shipping, offshore, naval and fishing sectors. All are based on the requirements of STCW Convention, Regulation I/12 and include the new 2010 amended convention that came into force from J",,,,https://www.kongsberg.com/maritime/news-and-events/news-archive/2013/new-drilling-rig-and-drill-ship-simulator-models-expand-scope-of-offshore-engine/
Hydroid Opens Registration for REMUS 100 AUV Training,"Hydroid Opens Registration for REMUS 100 AUV Training 02 May 2013 August 2013 Session to Focus on Basic Operations and Maintenance Hydroid, Inc., a subsidiary of Kongsberg Maritime, the leading manufacturer of Autonomous Underwater Vehicles (AUVs), will hold an Open Enrollment Training session during the week of August 5 - 9, 2013, 
in Pocasset, MA. Training will focus on basic operations and maintenance as Hydroidï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s highly-experienced technicians walk participants through all aspects of the REMUS 100 system. The training course is an intensive 5-day program designed to provide a maximum of 10 participants with hands-on experience in the basic system specifications, components, capabilities and limitations 
of the REMUS system. The training is designed for a variety of skill levels, from beginners to experienced operators looking for a refresher. All participants will come away from the program with the 
skills necessary to properly operate the REMUS system.Hydroid also offers customng sessions based on customersï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ unique training needs. Hydroid's REMUS AUVs are modular; they can be fitted with a large number of different sensors and have been used to aid in hydrographic surveys, harbor security operations, debris field mapping, scientific 
sampling and mapping, as well as many basic and applied research programs funded by ONR, DARPA and the United Kingdom Ministry of Defense. With more than 200 vehicles in the field, Hydroid is currently 
the AUV market leader with systems in use by 13 navies around the world. For more information on Open Enrollment Training, please contact Kathy Fo",,,,https://www.kongsberg.com/maritime/news-and-events/news-archive/2013/hydroid-opens-registration-for-remus-100-auv-training/
Innovative Cargo Handling Simulator for Turkish Shipowner,"Innovative Cargo Handling Simulator for Turkish Shipowner 28 Apr 2010 Suezmax Cargo Handling Simulator integrated with K-Chief 500 automation system. The Ottoman Equity a 150 DWT Hyundai Suezmax. Kongsberg Maritime has successfully completed a Site Acceptance Test (SAT) for the delivery of an innovative Suezmax Cargo Handling Simulator (CHS) interfaced to the KONGSBERG K-Chief-500 marine automation system, to the Turkish ship owner Gungen 
Maritme & Trading A/S. Unigue integration Typical Cargo Handling Simulator training situation. The Suezmax CHS is designed to integrate seamlessly with the K-Chief 500, which is identical to the automation system installed aboard Gungen's newest Suezmax tanker, 'Ottoman Equity'; a 150 DWT Hyundai Suezmax. The unique interface between the two 
systems makes a complete training environment where the K-Chief system works as the cargo control room while the CHS represents the vessel system outside of the control room, fully controlled from an instructor station. Training officers and crew before they board ""By connecting the K-Chief to our CHS, reflecting the real ship's systems, Gungen has the capability to train its officers and crew on how to operate the automation system and learn cargo operations before they board the ship,"" explains Steffen H. 
Jensen, Product Advisor, Kongsberg Maritime. ""In addition Gungen will benefit from the possibility of running more intensive and extended training on the simulator than the trade patterns of the vessel will allow."" The new simulator features the same number and volumes of cargo/ballast tanks, whilst the pumps and pipelines have the same characteristics as the Ottoman Equity. Functionalities like inert gas and cargo heating are also included. The integrated system 
provides the same response to Gungen's officers and crew as they would experience from the real system onboard. Training on identical systems Kongsberg Maritime developed the integration between its CHS and K-Chief 500 to meet the challenging demands of shipyards and ship owners, giving users the possibility to train on an identical system to the one operated on their own vessels. The integrated 
simulator system is based on a modular design so it can be tailored to specific needs and is configurable from 16 to 20,000 channels, covering the whole range from low complexity alarm systems to highly integrated alarm and monitoring systems, with advanced 
process control and power management. Practice on difficult and emergency situations ""We are delighted to have been chosen as supplier for this project as we always strive to improve and extend our simulator products to the benefit of the industry. With the innovative integration of our CHS and the K-Chief 500 automation system, we 
believe ship owners and training institutes can benefit from enhanced familiarisation as well as the possibility for crew to practice on difficult and emergency situations that are impossible to train for in real life,"" concludes Jensen.",,,,https://www.kongsberg.com/maritime/news-and-events/news-archive/2010/innovative-cargo-handling-simulator-for-turkish-shipowner/
Kongsberg Maritime's engineering services and technology chosen for new West African FPSO,"Kongsberg Maritime's engineering services and technology chosen for new West African FPSO Kongsberg Maritime has been selected to supply a complete Electrical, Instrument and Telecom solution, including E-house, for the new Yinson Production (West Africa) Pte Ltd FPSO, ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½Yinson Genesis'. 
The FPSO is expected to be operational by 2017. 29 Apr 2015 Kongsberg Maritime has been selected to supply a complete Electrical, Instrument and Telecom solution, including E-house, for the convertion of the ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½Yinson Genesis'. The FPSO is expected to be operational by 2017. The Yinson Genesis will be deployed to fulfil a 15 year contract (with five yearly extension options) for the chartering, operation and maintenance of a FPSO facility at the Offshore Cape Three Points 
Block (OCTP), in the Tano Basin 60 km off the coast of Ghana. The contract was awarded by Eni Ghana Exploration and Production Limited to a consortium consisting of Yinson Production (West Africa) Pte 
Ltd aNGSBERG scope of supply for the FPSO, which will be based on a conversion of the 1996 built VLCC tanker Yinson Genesis, includes complete integration engineering, electrical systems, E-house, 
instrument and telecom & surveillance equipment. KONGSBERG will also deliver its K-Chief 700 marine automation system for vessel control, K-Safe for fire, gas and safety including Process Shut Down (PSD) 
and Emergency Shut Down (ESD), and K-PRO for process control. ""The package for Yinson Genesis reflects our successes in acting as a key engineering and technology partner for FPSO customers"" ""We have developed 
a strong FPSO market offering that positions Kongsberg Maritime as a single source supplier with high quality turnkey engineering and electrical services in addition to the most extensive marine technology 
portfolio available for offshore vessels and production units."" View our video ""The art of controlling an FPSO""",,,,https://www.kongsberg.com/maritime/news-and-events/news-archive/2015/kongsberg-maritimes-engineering-services-and-technology-chosen-for-new-west/
Divesting Kongsberg Evotec to meet regulatory requirements,"Divesting Kongsberg Evotec to meet regulatory requirements As a result of the acquisition of Rolls-Royce Commercial Marine, Kongsberg Gruppen has entered into an agreement with Rome AS to divest Kongsberg Evotec. 16 Jan 2019 The acquisition has been made to meet regulatory requirements regarding competition in the market for seismic vessel deck equipment. In July 2018, Kongsberg Gruppen announced the acquisition of the globally leading supplier of maritime technology products, Rolls-Royce Commercial Marine. Evotec is divested to ensure regulatory approval of the acquisition of Rolls-Royce Commercial Marine which has a unit that covers Evotecï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s market area. The parties have agreed not to disclose the price of the transaction. Closing date will be January 21, 2019. Gunvor Hatling Midtbï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ Vice President, ",,,,https://www.kongsberg.com/maritime/news-and-events/news-archive/2019/divesting-kongsberg-evotec-to-meet-regulatory-requirements/
Marine Switchboard Delivery to High End Offshore Market,"Marine Switchboard Delivery to High End Offshore Market 10 Jun 2013 Kongsberg Maritime China Engineering and Production Hub recently completed a successful factory Acceptance Test for the synchronisation panel of a Power Module delivery for Tanker Pacific. It is a 
tanker to be converted to a Floating Storage & Offloading Unit (FSO). ""Aux. engines"" for full synchronisation test. In addition to the synchronisation panels, the delivery also included control panels for the three auxiliary engines. These are all vital parts of the electrical power distribution in the Power 
Module. The testing facility in the Kongsberg plant in Zhenjiang includes four sets of auxiliary engines with generators, making tests close to real life in order to reduce commissioning time on board. The delivery is another milestone for our Marine Switchboards, proving that the Plant is able to deliver their products in to the high end offshore marked, on time, with the expected quality.",,,,https://www.kongsberg.com/maritime/news-and-events/news-archive/2013/marine-switchboard-delivery-to-high-end-offshore-market/
